% 1. Title: 2015 NCAA Basketball Season
%
% 2. Sources:
%      (a) Creator: Reed Wilson
%      (b) Date: March 9, 2015

@relation 2015

@attribute location                           { h, a, n }
@attribute points_for                         real
@attribute points_against                     real
@attribute field_goal_percent                 real
@attribute free_throw_percent                 real
@attribute three_point_percent                real
@attribute efficient_field_goal_percent       real
@attribute points_per_weighted_shot           real
@attribute turnover_rate                      real
@attribute blocks                             real
@attribute fouls                              real
@attribute offensive_rebounds                 real
@attribute total_rebounds                     real
@attribute steals                             real
@attribute assists                            real
@attribute possessions                        real
@attribute offensive_points_per_possession    real
@attribute defensive_points_per_possession    real
@attribute outcome                            { w, l }

@data
a,73,64,45.6,76.2,45.5,50.0,1.09,18.1,2,15,8,37,7,16,72,1.01,0.88,w
h,72,71,43.3,81.8,41.7,47.0,1.00,17.3,7,13,15,38,7,18,69,1.04,1.09,w
h,70,71,36.9,72.0,25.0,40.0,0.91,9.2,1,17,18,37,4,10,65,1.08,1.16,l
a,70,84,45.0,83.3,46.2,50.0,1.07,25.5,2,22,13,26,5,13,71,0.99,1.26,l
a,68,78,43.3,55.0,31.2,47.5,0.98,24.8,4,33,12,43,4,11,77,0.89,1.03,l
h,68,53,44.1,64.7,31.2,48.3,1.01,23.5,3,13,15,45,7,16,68,1.00,0.77,w
n,66,74,38.6,56.2,25.0,42.1,0.91,24.0,10,24,12,35,9,14,79,0.83,0.89,l
h,64,75,44.6,76.9,44.4,48.2,1.03,19.9,3,16,10,32,3,15,65,0.98,1.13,l
h,55,60,27.9,76.5,17.4,30.9,0.72,14.5,3,22,17,37,5,8,69,0.80,0.95,l
h,46,58,34.5,55.6,25.0,37.3,0.78,19.6,6,16,10,36,5,13,61,0.75,0.91,l
h,85,48,54.1,72.2,26.1,59.0,1.22,9.3,4,10,11,37,7,20,65,1.32,0.74,w
h,76,56,47.3,72.7,53.3,54.5,1.16,23.0,9,14,12,43,7,16,69,1.09,0.77,w
h,75,52,47.5,70.6,46.7,53.4,1.12,11.1,4,13,11,31,10,17,63,1.19,0.84,w
a,75,69,44.0,87.0,44.0,55.0,1.23,20.7,2,18,15,29,3,17,58,1.30,1.20,w
h,73,67,47.6,80.0,52.9,58.3,1.30,18.4,6,21,3,27,5,15,65,1.12,0.95,w
h,72,53,49.1,68.4,38.9,55.7,1.16,14.7,4,19,10,37,3,17,61,1.18,0.84,w
a,72,51,48.3,75.0,34.5,56.9,1.17,25.1,2,13,11,36,10,18,68,1.06,0.74,w
h,71,56,50.0,61.5,26.3,54.3,1.11,10.1,3,17,11,32,7,18,59,1.20,0.90,w
n,70,61,42.6,47.8,50.0,48.4,0.97,11.1,2,21,8,35,7,11,72,0.97,0.80,w
a,70,57,46.9,71.0,25.0,49.0,1.10,13.0,3,25,10,33,9,7,62,1.13,0.90,w
h,69,62,42.9,70.0,35.0,49.1,1.05,14.9,1,18,14,38,6,15,61,1.14,1.01,w
h,69,35,42.4,58.3,30.0,47.0,0.96,13.7,4,17,15,42,10,18,66,1.05,0.59,w
h,68,57,50.9,61.5,36.4,54.5,1.11,7.2,4,16,10,31,4,15,55,1.23,0.95,w
a,68,81,44.4,80.0,28.6,48.1,1.07,12.8,0,19,9,18,7,6,63,1.09,1.37,l
a,67,72,43.3,33.3,26.7,49.3,0.98,9.9,3,21,14,32,4,14,60,1.11,1.28,l
h,67,50,48.3,60.0,31.2,52.6,1.07,23.2,4,16,13,34,12,13,65,1.04,0.74,w
a,65,72,45.3,68.8,27.3,50.9,1.07,17.3,4,25,8,25,5,8,64,1.02,1.08,l
h,64,38,51.9,83.3,29.4,56.7,1.17,22.6,3,14,7,35,9,20,62,1.04,0.62,w
a,63,54,47.1,66.7,43.8,53.9,1.11,21.4,1,15,9,27,8,17,61,1.04,0.92,w
h,63,57,42.6,73.3,42.9,48.1,1.03,13.8,2,17,11,34,2,12,58,1.08,0.95,w
h,63,53,47.6,70.8,54.5,54.8,1.18,26.1,5,12,8,37,8,11,61,1.03,0.86,w
h,61,50,35.1,68.8,41.7,43.9,0.94,21.5,2,18,17,42,2,12,61,1.01,0.82,w
h,61,57,40.0,60.0,29.4,44.5,0.95,9.8,4,19,9,27,5,12,62,0.99,0.93,w
a,61,54,42.9,61.9,28.6,49.0,1.03,23.4,3,16,10,32,8,15,64,0.95,0.88,w
h,60,43,35.7,93.8,20.8,40.2,0.94,16.5,3,10,18,35,11,12,55,1.10,0.73,w
a,58,68,36.1,50.0,28.6,39.3,0.82,18.0,4,25,16,32,8,12,67,0.87,1.07,l
h,58,54,34.9,64.3,21.7,38.9,0.83,21.3,6,18,18,48,1,12,66,0.88,0.87,w
n,58,46,38.9,66.7,28.6,42.6,0.93,9.6,3,15,6,33,4,5,63,0.93,0.70,w
a,47,62,30.8,60.0,18.8,33.7,0.76,18.5,3,25,13,32,6,7,60,0.79,1.03,l
n,45,64,34.0,60.0,11.8,36.0,0.79,19.0,1,16,6,23,3,9,63,0.71,1.02,l
a,83,70,50.0,70.4,58.8,59.3,1.24,17.2,2,22,9,31,5,13,70,1.19,0.99,w
h,82,81,35.3,69.7,40.7,43.4,0.98,21.6,6,21,11,44,8,17,93,0.89,0.91,w
a,82,87,56.0,74.1,42.9,62.0,1.31,23.7,3,24,8,27,3,12,72,1.14,1.15,l
a,80,76,40.7,64.4,36.8,47.2,1.06,11.9,0,24,9,34,10,8,75,1.06,0.99,w
a,79,74,54.2,57.1,64.7,65.6,1.29,24.6,1,23,6,28,3,12,73,1.08,1.06,w
h,76,80,40.3,69.6,37.0,48.4,1.04,16.9,1,21,9,35,4,11,77,0.99,1.06,l
a,73,84,41.0,76.5,34.5,49.2,1.06,27.6,1,22,14,34,7,14,76,0.96,1.10,l
a,73,72,47.4,56.5,40.0,52.6,1.07,18.8,2,21,3,31,2,9,80,0.91,0.91,w
h,72,65,38.3,76.7,23.1,40.8,0.97,22.3,1,16,15,37,10,13,76,0.94,0.88,w
a,71,66,45.3,75.0,28.0,50.8,1.05,10.8,2,15,10,32,5,16,65,1.10,0.98,w
a,70,74,42.9,69.2,36.8,48.4,1.01,17.1,4,21,11,35,8,10,70,1.00,1.06,l
a,70,79,46.0,78.3,46.2,52.0,1.15,22.4,1,24,9,29,4,16,67,1.05,1.19,l
a,69,74,45.5,70.6,38.9,51.8,1.09,10.8,1,21,5,28,6,13,65,1.06,1.19,l
h,69,75,37.7,69.7,33.3,43.4,1.00,17.2,0,23,6,31,6,11,76,0.91,1.10,l
h,69,74,32.1,67.4,21.1,35.7,0.90,30.2,6,35,14,42,7,6,89,0.77,0.86,l
h,69,58,44.2,66.7,33.3,51.0,1.09,21.3,4,15,8,33,7,13,70,0.98,0.85,w
h,67,55,38.2,40.0,36.7,46.3,0.92,15.8,0,19,14,32,8,21,70,0.96,0.83,w
h,66,60,40.0,63.6,33.3,47.3,1.01,11.0,2,16,9,35,5,13,63,1.04,0.96,w
h,65,49,40.7,66.7,35.7,45.4,0.99,16.8,5,20,6,40,4,9,71,0.91,0.71,w
a,65,82,37.3,75.0,15.8,40.2,0.98,23.2,3,24,10,37,5,9,73,0.89,1.08,l
a,64,81,38.6,66.7,33.3,42.1,0.94,15.1,2,17,12,31,6,7,66,0.96,1.24,l
a,63,62,41.5,66.7,26.3,46.2,1.00,23.1,3,15,13,34,7,11,65,0.97,0.94,w
h,63,67,30.4,75.0,24.0,34.8,0.80,8.8,1,17,16,40,6,11,69,0.92,0.95,l
n,62,88,34.9,64.7,29.2,40.5,0.87,15.5,3,19,11,27,4,14,71,0.87,1.26,l
a,56,70,34.4,58.3,26.9,40.2,0.84,14.3,4,20,7,38,2,14,70,0.80,1.02,l
h,56,72,30.2,81.8,26.1,35.8,0.88,20.5,2,17,9,34,5,8,68,0.82,1.06,l
h,54,61,35.8,68.4,23.1,38.7,0.87,23.5,5,19,10,33,5,9,68,0.79,0.95,l
n,54,73,35.1,92.3,9.5,36.8,0.85,20.0,4,21,7,17,8,9,70,0.77,1.11,l
a,53,66,29.6,55.6,28.6,33.8,0.70,14.2,0,18,15,36,4,13,70,0.75,1.03,l
h,47,60,22.2,67.9,21.1,25.9,0.70,23.4,6,14,15,29,7,4,68,0.69,0.90,l
a,110,104,54.5,75.0,22.7,58.3,1.27,15.2,8,30,9,41,9,15,92,1.20,1.07,w
h,105,83,62.3,77.4,60.0,76.4,1.55,16.5,8,14,7,26,8,20,73,1.44,0.00,w
a,101,103,53.1,67.7,44.4,62.5,1.28,19.1,2,25,11,31,10,15,84,1.21,1.20,l
h,98,108,43.8,80.8,24.1,48.1,1.06,11.4,6,22,15,35,13,12,87,1.12,1.23,l
h,97,66,61.4,68.2,54.5,71.9,1.44,16.8,9,18,8,34,5,14,71,1.36,0.92,w
h,94,63,54.0,73.9,52.9,61.1,1.27,16.2,4,14,12,42,11,19,74,1.27,0.00,w
h,89,49,44.1,75.0,44.4,50.0,1.09,12.9,10,17,14,50,12,20,77,1.15,0.00,w
h,86,84,48.4,90.0,29.6,54.8,1.20,13.1,4,16,12,34,2,22,69,1.26,1.22,w
h,85,68,47.5,63.3,38.1,54.1,1.13,21.3,4,15,16,42,8,18,75,1.13,0.00,w
a,82,80,52.5,47.6,40.0,59.0,1.16,5.9,5,17,7,26,7,11,68,1.21,1.16,w
a,79,68,37.3,89.7,40.0,43.1,1.14,13.6,7,27,6,38,7,10,74,1.07,0.90,w
a,78,84,41.0,73.3,31.6,45.9,1.04,12.9,3,23,8,31,8,12,77,1.01,1.10,l
h,78,72,50.9,68.2,33.3,55.3,1.16,11.5,6,10,6,26,7,14,69,1.12,1.06,w
h,77,64,42.6,81.8,38.9,48.4,1.08,12.4,4,16,8,31,8,15,72,1.06,0.94,w
a,77,78,43.9,59.3,27.3,46.2,0.98,20.3,9,15,12,38,14,12,84,0.92,0.91,l
a,77,67,50.0,78.3,31.2,54.6,1.19,7.9,3,15,7,32,7,12,63,1.22,1.02,w
a,77,61,58.0,65.0,46.2,64.0,1.29,18.6,2,15,7,28,6,12,65,1.19,0.95,w
h,77,64,42.6,81.8,38.9,48.4,1.08,12.4,4,16,8,31,8,15,72,1.06,0.94,w
h,76,90,39.0,72.2,30.8,42.4,1.00,7.3,4,21,13,27,6,8,68,1.12,1.35,l
a,74,73,48.1,72.7,33.3,55.8,1.18,17.3,2,26,5,25,9,8,69,1.07,1.03,w
h,74,68,47.8,82.1,33.3,55.4,1.25,17.6,8,14,3,27,6,14,68,1.08,0.96,w
h,73,64,38.8,76.9,41.7,43.9,1.08,10.5,2,20,8,28,15,9,67,1.10,0.94,w
a,70,71,55.8,66.7,52.6,67.4,1.36,26.8,2,21,5,24,7,16,64,1.10,1.08,l
a,69,58,54.1,85.7,41.7,60.8,1.37,19.6,2,15,1,21,5,10,61,1.13,0.90,w
a,66,79,39.6,64.7,42.9,45.8,1.03,10.9,2,20,7,21,4,11,64,1.03,1.26,l
a,65,81,34.9,65.2,24.0,39.7,0.88,10.8,1,19,8,23,13,7,74,0.88,1.09,l
h,64,52,49.0,76.5,23.1,52.0,1.12,20.0,2,13,5,37,2,13,65,0.98,0.78,w
a,62,83,44.9,75.0,50.0,51.0,1.10,21.6,3,19,2,21,7,9,70,0.89,1.13,l
a,47,76,29.1,73.3,18.2,32.7,0.76,22.0,2,19,2,29,5,9,77,0.61,0.99,l
a,78,70,54.4,50.0,61.9,65.8,1.30,25.1,8,20,9,37,3,15,68,1.15,1.01,w
a,76,55,53.6,63.6,37.5,61.6,1.24,16.6,0,21,6,31,7,16,66,1.15,0.88,w
h,74,48,53.3,62.9,30.8,57.8,1.20,20.4,5,18,7,31,12,19,69,1.08,0.00,w
a,73,71,44.0,65.5,50.0,54.0,1.14,13.5,6,22,6,26,4,14,67,1.09,1.03,w
a,72,78,44.1,62.5,23.8,48.3,1.02,18.3,2,28,8,31,9,13,76,0.94,1.02,l
h,70,66,51.9,52.9,31.2,56.5,1.13,21.7,14,18,8,33,5,14,69,1.01,0.94,w
a,69,63,50.0,63.6,38.5,55.0,1.14,21.4,3,17,9,38,7,8,65,1.05,0.93,w
a,69,87,42.6,59.4,22.2,46.3,1.00,16.2,1,22,7,24,8,10,74,0.93,1.18,l
a,69,82,53.1,75.0,31.2,58.2,1.22,28.5,1,19,9,26,6,13,67,1.04,1.20,l
h,66,62,46.2,59.3,18.2,48.1,1.02,21.1,8,18,5,33,6,11,76,0.87,0.80,w
h,64,42,51.9,33.3,25.0,56.7,1.08,25.0,7,24,11,43,10,21,64,1.00,0.00,w
h,64,56,48.0,50.0,40.0,52.0,1.04,16.3,8,17,5,34,8,13,67,0.95,0.79,w
h,64,67,46.9,78.9,30.0,50.0,1.10,20.3,5,23,7,29,5,10,64,1.00,1.04,l
h,63,74,51.9,60.0,33.3,54.8,1.11,34.4,10,18,9,35,9,14,73,0.87,0.99,l
a,62,60,50.0,57.1,33.3,51.9,1.06,17.1,6,13,10,39,2,7,59,1.06,0.94,w
a,61,77,39.6,76.5,40.0,45.3,1.00,18.4,1,15,8,23,7,11,65,0.94,1.21,l
n,61,59,42.2,75.0,28.6,44.4,1.05,22.6,5,21,7,36,6,8,66,0.92,0.84,w
n,61,64,38.9,73.9,15.4,40.7,0.94,20.9,5,20,12,29,6,11,67,0.91,1.01,l
h,60,56,42.2,69.6,37.5,48.9,1.07,17.8,3,15,5,28,4,8,62,0.97,0.93,w
h,59,38,43.6,47.4,15.4,45.5,0.92,14.9,2,13,7,38,6,9,67,0.88,0.59,w
h,59,54,45.2,69.0,16.7,46.4,1.06,22.1,4,15,3,30,8,9,68,0.87,0.79,w
h,58,65,41.8,58.8,14.3,43.6,0.92,18.3,5,23,5,32,8,7,71,0.82,0.91,l
a,58,69,43.6,44.4,28.6,49.1,0.98,23.4,2,22,7,26,7,11,68,0.85,0.98,l
a,57,82,37.0,66.7,33.3,41.7,0.91,30.6,1,14,8,26,12,11,79,0.73,1.12,l
a,56,71,41.7,50.0,36.4,45.8,0.94,22.4,5,14,11,32,4,9,62,0.90,1.20,l
h,56,70,42.9,66.7,15.4,44.9,0.97,23.6,8,22,9,31,6,7,64,0.88,1.09,l
a,53,52,35.3,68.8,31.6,41.2,0.90,10.8,6,9,9,26,5,12,56,0.95,0.86,w
a,53,68,32.7,72.2,25.0,36.4,0.83,26.3,2,20,13,31,6,10,69,0.77,1.06,l
a,53,70,40.8,71.4,23.1,43.9,0.95,29.7,3,22,6,27,7,12,71,0.75,1.00,l
a,52,65,44.1,66.7,28.6,50.0,1.11,27.1,2,18,1,18,7,7,63,0.83,1.03,l
a,42,75,27.8,76.9,16.7,29.6,0.70,36.3,4,17,11,36,12,8,77,0.54,1.03,l
h,88,74,69.0,81.5,50.0,78.6,1.61,20.4,4,24,4,23,4,23,64,1.38,1.09,w
h,84,85,58.5,71.4,54.8,74.5,1.49,12.7,1,21,8,16,3,18,55,1.52,1.48,l
h,83,73,62.8,75.0,61.5,72.1,1.47,14.2,1,24,2,25,8,19,63,1.31,1.06,w
h,80,54,57.1,75.0,45.0,66.3,1.37,22.2,2,11,6,32,4,19,68,1.19,0.83,w
h,79,60,54.7,70.6,37.5,63.2,1.29,12.5,3,20,5,25,7,23,64,1.23,0.92,w
h,77,73,55.8,64.3,55.6,65.4,1.31,16.8,3,19,4,20,6,20,66,1.17,1.12,w
h,76,69,54.3,71.4,55.0,66.3,1.36,17.5,5,27,4,27,6,18,63,1.21,1.13,w
h,73,66,52.3,85.7,52.9,62.5,1.35,21.7,0,23,7,22,6,17,60,1.22,1.12,w
h,69,73,46.3,100.0,31.8,52.8,1.16,8.5,2,19,6,22,9,14,59,1.18,1.21,l
h,69,74,53.5,85.0,40.0,60.5,1.31,23.3,2,20,3,27,5,13,65,1.07,1.11,l
a,69,80,45.5,76.5,28.6,50.9,1.09,17.4,0,27,6,16,8,14,69,1.00,1.18,l
h,68,54,56.5,65.0,23.1,59.8,1.23,15.1,5,19,5,32,6,15,60,1.14,0.92,w
a,66,48,64.1,63.6,50.0,75.6,1.49,19.1,3,14,2,29,3,17,52,1.26,0.86,w
a,64,48,55.6,37.5,40.0,64.4,1.22,17.4,1,22,5,28,6,19,58,1.11,0.81,w
a,62,78,43.6,72.7,30.0,49.1,1.03,20.8,1,20,7,20,5,19,67,0.92,1.23,l
a,59,46,43.8,81.8,33.3,52.1,1.11,5.9,1,10,5,28,3,15,51,1.15,0.91,w
a,57,78,36.5,64.3,41.7,46.2,0.97,23.7,3,26,7,31,4,15,68,0.84,1.16,l
a,57,60,43.9,87.5,33.3,52.4,1.17,23.4,2,17,6,23,8,15,56,1.03,1.01,l
h,55,65,47.6,88.9,30.4,56.0,1.19,14.7,3,21,0,11,8,11,54,1.01,1.21,l
a,54,61,43.5,100.0,41.2,51.1,1.09,14.2,1,22,1,17,7,17,56,0.96,1.05,l
h,54,38,39.1,100.0,34.5,50.0,1.08,18.2,1,15,5,24,7,14,55,0.99,0.66,w
h,53,54,44.2,80.0,38.9,52.3,1.11,18.6,1,19,4,21,5,15,54,0.99,0.97,l
a,53,69,48.7,75.0,46.2,64.1,1.30,25.5,2,19,3,9,6,14,51,1.04,1.33,l
n,50,61,35.6,70.8,6.7,36.7,0.89,17.1,1,25,3,31,7,7,64,0.78,0.95,l
a,49,52,46.5,60.0,30.0,50.0,1.03,22.5,1,18,3,17,11,14,58,0.85,0.92,l
h,47,63,32.0,100.0,27.3,41.0,0.89,16.4,1,19,12,24,5,14,49,0.96,1.29,l
h,46,48,35.1,100.0,7.7,36.5,1.00,23.7,3,19,1,19,8,8,59,0.78,0.79,l
a,43,49,39.5,66.7,36.8,47.7,0.97,19.4,0,24,3,25,4,11,51,0.84,0.93,l
a,42,68,38.5,70.0,27.8,44.9,0.96,21.3,1,24,3,17,4,9,52,0.81,1.28,l
a,39,69,33.3,78.6,36.4,38.9,0.91,27.1,1,22,5,20,6,10,52,0.76,1.29,l
a,110,108,48.7,75.8,44.0,55.9,1.20,9.8,3,20,9,26,9,16,92,1.20,1.27,w
h,103,101,46.4,85.3,43.5,53.6,1.21,18.6,7,20,15,40,9,12,86,1.20,1.21,w
a,99,78,57.6,76.9,57.9,66.9,1.39,13.8,4,17,9,31,5,14,72,1.37,1.07,w
h,96,84,51.6,65.6,47.8,60.5,1.24,8.7,5,14,4,28,9,23,80,1.20,0.99,w
h,94,68,44.4,73.9,26.3,47.5,1.02,16.9,5,18,23,49,9,19,83,1.13,0.00,w
h,93,67,56.9,75.0,43.5,64.6,1.32,10.3,9,6,10,33,12,20,68,1.37,0.98,w
h,92,79,45.7,100.0,47.1,57.1,1.22,12.5,4,17,6,22,12,19,80,1.15,1.01,w
a,92,100,51.4,83.3,45.5,55.0,1.17,9.5,5,17,12,30,5,14,74,1.25,1.34,l
a,89,79,46.3,86.4,34.8,52.2,1.15,18.3,3,16,6,32,10,19,87,1.02,0.00,w
h,89,85,48.6,56.5,25.0,52.8,1.07,15.7,6,24,13,36,7,16,83,1.07,1.01,w
h,88,78,44.9,70.8,36.0,51.4,1.09,14.4,5,20,9,33,8,20,83,1.06,0.91,w
h,88,99,47.7,85.0,33.3,54.6,1.18,17.6,1,23,9,34,6,15,80,1.11,1.28,l
a,88,73,45.9,92.9,33.3,50.8,1.18,17.0,5,21,11,36,5,15,76,1.15,0.99,w
h,87,76,50.7,60.0,35.7,58.2,1.17,19.2,10,10,11,31,12,24,78,1.11,0.00,w
a,87,84,47.6,65.5,44.4,54.0,1.13,17.8,5,27,12,29,3,9,79,1.10,1.13,w
h,86,70,50.0,75.0,38.9,55.5,1.17,14.6,2,18,9,34,13,20,76,1.14,0.90,w
h,82,93,44.4,82.8,41.7,53.7,1.21,23.4,5,24,9,24,3,12,77,1.07,1.24,l
h,81,95,47.4,83.3,38.9,53.5,1.18,12.8,3,15,7,25,2,10,70,1.15,1.38,l
h,80,51,52.7,72.2,42.9,60.9,1.26,19.2,4,20,9,31,10,19,68,1.18,0.76,w
a,79,57,45.2,75.0,38.1,51.6,1.10,11.3,3,17,9,39,7,15,71,1.12,0.83,w
a,79,57,45.2,75.0,38.1,51.6,1.10,11.3,3,17,9,39,7,15,71,1.12,0.83,w
a,76,88,54.3,65.6,33.3,59.8,1.24,19.3,4,21,7,21,6,12,67,1.13,1.27,l
h,75,64,39.4,70.4,15.4,42.4,0.95,18.8,5,22,14,38,15,17,80,0.94,0.00,w
a,75,72,44.4,92.3,31.8,50.0,1.08,16.4,5,19,8,37,5,17,73,1.03,1.02,w
a,74,82,33.3,84.2,30.3,40.3,0.91,5.6,5,18,14,28,8,16,71,1.04,1.17,l
a,68,90,35.6,64.3,22.6,40.4,0.85,20.1,3,18,12,33,15,15,85,0.80,1.10,l
a,68,109,36.2,62.5,18.2,41.4,0.93,21.9,6,21,9,29,7,11,82,0.83,1.30,l
a,66,92,39.7,59.1,33.3,45.7,0.96,20.4,1,24,10,24,2,8,73,0.90,1.44,l
a,64,75,41.8,73.7,26.7,45.5,1.00,18.9,1,19,4,24,7,15,74,0.87,1.07,l
a,64,75,31.4,78.9,20.0,35.0,0.81,14.3,8,24,13,38,8,12,77,0.83,1.00,l
a,85,71,50.9,64.7,37.5,59.4,1.23,13.0,3,18,9,23,10,13,69,1.23,1.04,w
h,83,60,59.6,78.3,50.0,69.1,1.43,16.1,5,13,6,29,5,18,62,1.34,0.91,w
h,83,70,50.0,79.4,75.0,63.6,1.38,15.3,2,18,5,27,3,13,65,1.27,1.11,w
h,81,65,64.7,76.5,22.2,66.7,1.37,29.7,1,20,7,47,2,20,74,1.09,0.88,w
h,80,62,57.4,75.0,42.9,63.0,1.30,14.6,4,13,3,33,4,21,69,1.17,0.92,w
h,78,45,48.4,71.4,34.8,54.8,1.14,7.7,6,17,9,31,7,23,65,1.21,0.68,w
n,78,75,52.3,67.5,45.5,58.0,1.24,20.0,3,21,3,32,2,14,75,1.04,1.03,w
h,77,76,46.6,64.5,37.5,49.1,1.06,16.3,0,19,11,30,2,14,74,1.04,1.14,w
n,77,73,48.1,65.4,40.0,55.6,1.16,18.2,4,22,8,38,3,14,71,1.08,1.04,w
h,74,40,57.1,53.3,50.0,67.3,1.32,14.3,5,14,8,37,2,17,56,1.32,0.70,w
h,73,68,49.0,73.9,37.5,54.9,1.18,19.1,3,14,7,24,8,12,68,1.08,0.93,w
a,73,55,49.1,75.0,35.0,55.5,1.17,21.9,5,19,9,31,10,13,69,1.06,0.78,w
a,71,78,47.5,52.6,31.2,51.7,1.04,17.3,4,21,6,30,6,17,75,0.95,1.05,l
h,71,69,46.9,63.6,33.3,51.0,1.10,20.4,3,9,10,33,4,9,69,1.03,0.98,w
h,69,62,45.5,75.0,41.2,51.8,1.10,17.6,4,18,11,35,3,17,63,1.10,0.97,w
h,68,65,46.8,61.3,29.4,52.1,1.10,18.3,6,17,8,27,9,14,66,1.04,1.00,w
a,67,64,42.0,56.2,36.8,49.0,1.03,12.5,8,15,9,28,6,13,64,1.04,1.00,w
a,66,71,43.5,50.0,0.0,43.5,0.90,15.3,3,19,7,34,9,11,78,0.84,0.92,l
a,66,57,48.1,80.0,50.0,55.8,1.16,14.1,7,10,8,31,4,15,57,1.16,0.97,w
h,65,52,34.9,65.4,28.6,38.1,0.86,19.1,7,14,16,44,11,13,73,0.89,0.70,w
n,65,68,42.3,73.1,13.3,44.2,1.01,23.1,6,21,11,31,7,13,69,0.94,1.04,l
a,64,71,42.1,76.5,30.0,44.7,0.98,18.6,6,24,8,35,1,8,70,0.91,1.01,l
a,63,56,46.9,60.0,28.6,49.0,1.03,16.2,6,13,9,33,8,9,62,1.02,0.87,w
n,62,56,45.7,65.0,50.0,53.3,1.12,19.1,4,16,9,33,6,17,58,1.08,0.95,w
h,62,47,44.2,66.7,23.5,48.8,1.08,16.6,5,16,7,31,4,10,60,1.03,0.79,w
a,62,65,46.0,54.5,40.0,50.0,1.03,17.8,1,21,5,24,7,13,67,0.92,1.04,l
a,60,63,41.7,72.2,31.8,49.0,1.06,25.9,1,20,8,37,3,12,66,0.92,0.97,l
a,60,77,37.1,61.1,17.6,39.5,0.85,10.1,3,21,8,28,7,11,70,0.86,1.06,l
h,55,60,40.7,44.4,30.0,43.5,0.88,25.5,2,22,13,33,10,11,67,0.83,0.92,l
h,45,58,37.3,14.3,37.5,43.1,0.83,20.2,2,10,7,31,1,11,59,0.76,1.01,l
n,106,97,49.2,71.7,47.4,56.2,1.22,16.3,1,24,10,42,5,15,92,1.15,1.05,w
h,90,85,52.5,51.6,58.8,60.7,1.19,12.5,4,8,13,36,8,19,72,1.26,1.11,w
a,89,81,54.9,85.7,56.2,63.7,1.38,16.6,5,20,9,26,10,16,66,1.34,1.17,w
h,86,73,40.6,76.5,30.8,43.5,1.01,13.7,1,16,16,46,9,13,80,1.07,0.92,w
h,86,61,54.7,61.9,37.5,57.0,1.16,15.8,1,14,10,44,8,15,76,1.13,0.83,w
a,86,92,50.8,57.1,28.6,55.6,1.13,12.0,1,22,10,28,7,16,75,1.14,1.20,l
h,84,88,45.2,75.9,37.5,50.0,1.11,20.1,3,29,12,37,5,12,80,1.05,1.09,l
h,82,83,42.9,54.2,60.0,49.3,1.01,13.7,3,15,12,35,3,16,80,1.02,1.05,l
a,78,81,46.0,72.7,38.1,54.0,1.19,17.2,3,22,8,29,3,15,70,1.12,1.15,l
a,77,76,50.0,63.2,35.7,54.2,1.12,18.9,1,20,9,34,9,20,74,1.04,1.04,w
h,77,61,50.8,52.6,35.0,56.8,1.13,15.1,1,16,12,30,6,16,66,1.17,0.90,w
a,77,72,52.8,48.0,52.9,61.3,1.19,16.2,2,21,3,34,6,16,74,1.04,1.02,w
a,76,81,54.5,53.3,66.7,61.8,1.22,21.7,0,19,8,25,6,17,69,1.10,1.24,l
h,75,65,46.2,50.0,40.9,53.1,1.06,14.8,3,16,13,33,13,17,68,1.11,0.96,w
h,74,77,49.2,52.6,27.3,54.2,1.09,11.9,2,11,9,31,4,17,67,1.10,1.20,l
a,73,60,50.0,50.0,46.7,57.0,1.12,26.6,4,25,10,42,6,13,75,0.97,0.76,w
h,71,43,46.9,71.4,27.3,51.6,1.05,19.6,4,13,14,44,6,17,66,1.07,0.66,w
h,71,57,50.0,69.4,40.0,57.5,1.24,31.9,5,16,8,37,3,11,72,0.99,0.79,w
h,70,78,38.1,75.0,36.8,43.7,0.97,11.5,2,13,11,28,10,13,70,1.01,1.15,l
n,70,78,39.4,60.0,42.1,45.1,0.92,19.5,4,20,18,36,10,15,72,0.98,1.14,l
a,69,72,48.9,78.9,53.3,57.4,1.23,16.7,0,21,6,22,8,17,60,1.15,1.15,l
h,68,73,43.5,46.7,28.0,49.2,0.98,17.9,0,16,14,34,10,15,67,1.01,1.07,l
a,68,73,45.0,81.8,45.5,49.2,1.04,28.7,1,18,13,35,8,10,73,0.93,1.08,l
a,66,63,31.2,46.2,22.2,35.1,0.74,9.4,4,12,22,48,4,12,74,0.89,0.99,w
a,66,74,42.4,72.2,18.8,44.9,0.98,21.9,1,24,14,48,2,9,69,0.96,1.08,l
a,66,67,45.8,91.7,7.7,46.6,1.02,17.0,3,14,11,24,8,12,65,1.02,0.99,l
a,65,81,43.6,75.0,31.2,48.2,1.04,19.2,2,13,8,30,5,8,68,0.96,1.26,l
n,65,63,43.4,68.4,35.3,49.1,1.05,22.2,5,13,6,28,6,6,72,0.90,0.87,w
n,58,77,43.6,50.0,40.0,49.1,0.99,28.4,4,13,11,32,5,8,67,0.87,1.16,l
a,57,61,48.9,43.8,36.4,53.2,1.04,27.6,2,20,10,38,3,14,62,0.93,0.99,l
h,54,61,40.9,70.6,35.3,47.7,1.04,22.9,3,22,5,24,10,9,61,0.88,0.95,l
h,83,60,64.7,55.0,75.0,70.6,1.37,18.9,5,8,9,32,3,20,64,1.31,0.91,w
h,83,53,53.7,80.0,64.3,62.0,1.31,12.8,1,12,9,34,7,19,63,1.33,0.83,w
